content_id,content,crf,resolution,bitrate,framerate,ref_path,test_path,is_reference,luminance_level,viewing_distance,jod,jod_low,jod_high
1,Bistro,H,1280x720,2.190347671508789,24,ref/Bistro.mp4,test/Bistro/Bistro_H_1280x720.mp4,False,bright,far,9.68896050937406,9.09318054863415,10.5447147908728
1,Bistro,H,1280x720,2.190347671508789,24,ref/Bistro.mp4,test/Bistro/Bistro_H_1280x720.mp4,False,bright,near,8.74234115351313,8.26442042864045,9.44364236001248
1,Bistro,L,1280x720,0.0422515869140625,24,ref/Bistro.mp4,test/Bistro/Bistro_L_1280x720.mp4,False,bright,far,5.38791317822475,4.49012224464828,5.87552588251149
1,Bistro,L,1280x720,0.0422515869140625,24,ref/Bistro.mp4,test/Bistro/Bistro_L_1280x720.mp4,False,bright,near,4.38600058855621,3.10893657541913,5.07264030034435
1,Bistro,L,1920x1080,0.0604734420776367,24,ref/Bistro.mp4,test/Bistro/Bistro_L_1920x1080.mp4,False,bright,far,6.30790171944783,5.88856226553951,6.61923696167258
1,Bistro,L,1920x1080,0.0604734420776367,24,ref/Bistro.mp4,test/Bistro/Bistro_L_1920x1080.mp4,False,bright,near,5.64436081699918,4.8397567671515,6.21203699017135
1,Bistro,M,1280x720,0.125284194946289,24,ref/Bistro.mp4,test/Bistro/Bistro_M_1280x720.mp4,False,bright,far,7.70766704298501,7.39375440418904,8.07666133121379
1,Bistro,M,1280x720,0.125284194946289,24,ref/Bistro.mp4,test/Bistro/Bistro_M_1280x720.mp4,False,bright,near,6.90352663320151,6.6568414961595,7.15665233469764
1,Bistro,M,1920x1080,0.1899862289428711,24,ref/Bistro.mp4,test/Bistro/Bistro_M_1920x1080.mp4,False,bright,far,8.56814167254749,8.23018292831393,9.14470976332285
1,Bistro,M,1920x1080,0.1899862289428711,24,ref/Bistro.mp4,test/Bistro/Bistro_M_1920x1080.mp4,False,bright,near,7.73453555607166,7.35786077022769,8.18810451720009
1,Bistro,H,1920x1080,10.370171546936035,24,ref/Bistro.mp4,test/Bistro/Bistro_H_1920x1080.mp4,True,bright,near,10.0,9.4773747183411,10.8346223593254
1,Bistro,H,1920x1080,10.370171546936035,24,ref/Bistro.mp4,test/Bistro/Bistro_H_1920x1080.mp4,True,bright,far,10.0,9.4773747183411,10.8346223593254
2,Bonfire,H,1280x720,15.157257080078123,60,ref/Bonfire.mp4,test/Bonfire/Bonfire_H_1280x720.mp4,False,bright,far,10.2350667781503,9.64963258955644,10.9473496012065
2,Bonfire,H,1280x720,15.157257080078123,60,ref/Bonfire.mp4,test/Bonfire/Bonfire_H_1280x720.mp4,False,bright,near,9.28192293346956,8.86636547521318,9.73532759646874
2,Bonfire,H,1920x1080,28.901567459106445,60,ref/Bonfire.mp4,test/Bonfire/Bonfire_H_1920x1080.mp4,False,bright,far,10.1122653934505,9.58923216786306,10.7504070635476
2,Bonfire,H,1920x1080,28.901567459106445,60,ref/Bonfire.mp4,test/Bonfire/Bonfire_H_1920x1080.mp4,False,bright,near,9.37507131743942,8.84063905167446,9.91811015623479
2,Bonfire,L,1280x720,0.6912736892700195,60,ref/Bonfire.mp4,test/Bonfire/Bonfire_L_1280x720.mp4,False,bright,far,4.97153836555516,4.07983021865429,5.71970832632027
2,Bonfire,L,1280x720,0.6912736892700195,60,ref/Bonfire.mp4,test/Bonfire/Bonfire_L_1280x720.mp4,False,bright,near,4.20513752902057,2.76171489005048,5.2147412389575
2,Bonfire,L,1920x1080,1.1378555297851562,60,ref/Bonfire.mp4,test/Bonfire/Bonfire_L_1920x1080.mp4,False,bright,far,6.37693838903313,5.87597250504383,6.71105413912902
2,Bonfire,L,1920x1080,1.1378555297851562,60,ref/Bonfire.mp4,test/Bonfire/Bonfire_L_1920x1080.mp4,False,bright,near,5.3147979620292,4.45813359568539,5.93128259574371
2,Bonfire,L,3840x2160,2.599733352661133,60,ref/Bonfire.mp4,test/Bonfire/Bonfire_L_3840x2160.mp4,False,bright,far,7.51525255316512,7.18335269515699,7.83257307169731
2,Bonfire,L,3840x2160,2.599733352661133,60,ref/Bonfire.mp4,test/Bonfire/Bonfire_L_3840x2160.mp4,False,bright,near,6.61679028713182,6.13023758449338,7.05542541349618
2,Bonfire,M,1280x720,2.819141387939453,60,ref/Bonfire.mp4,test/Bonfire/Bonfire_M_1280x720.mp4,False,bright,far,8.68417607728272,8.32597884341451,9.08911102697416
2,Bonfire,M,1280x720,2.819141387939453,60,ref/Bonfire.mp4,test/Bonfire/Bonfire_M_1280x720.mp4,False,bright,near,7.02270039522582,6.71401421991247,7.3335185657778
2,Bonfire,M,1920x1080,4.379911422729492,60,ref/Bonfire.mp4,test/Bonfire/Bonfire_M_1920x1080.mp4,False,bright,far,9.04020805640092,8.6580281493817,9.4568940521289
2,Bonfire,M,1920x1080,4.379911422729492,60,ref/Bonfire.mp4,test/Bonfire/Bonfire_M_1920x1080.mp4,False,bright,near,7.67714683659106,7.40739681576801,7.98312543163722
2,Bonfire,M,3840x2160,9.349231719970703,60,ref/Bonfire.mp4,test/Bonfire/Bonfire_M_3840x2160.mp4,False,bright,far,9.4269742901429,8.91286397690333,10.0387807851085
2,Bonfire,M,3840x2160,9.349231719970703,60,ref/Bonfire.mp4,test/Bonfire/Bonfire_M_3840x2160.mp4,False,bright,near,8.74276476997055,8.38279562358485,9.19799854585665
2,Bonfire,H,3840x2160,204.8412399291992,60,ref/Bonfire.mp4,test/Bonfire/Bonfire_H_3840x2160.mp4,True,bright,near,10.0,9.51318021306773,10.6362924991504
2,Bonfire,H,3840x2160,204.8412399291992,60,ref/Bonfire.mp4,test/Bonfire/Bonfire_H_3840x2160.mp4,True,bright,far,10.0,9.51318021306773,10.6362924991504
3,CourtYard,H,1280x720,6.666172981262207,30,ref/CourtYard.mp4,test/CourtYard/CourtYard_H_1280x720.mp4,False,bright,far,9.20592152393512,8.74422230977142,9.68998807424444
3,CourtYard,H,1280x720,6.666172981262207,30,ref/CourtYard.mp4,test/CourtYard/CourtYard_H_1280x720.mp4,False,bright,near,7.3970053597073,6.88976195132202,7.79213341024548
3,CourtYard,H,1920x1080,20.78985977172852,30,ref/CourtYard.mp4,test/CourtYard/CourtYard_H_1920x1080.mp4,False,bright,far,9.69694285444263,9.25707604904921,10.1851865892458
3,CourtYard,H,1920x1080,20.78985977172852,30,ref/CourtYard.mp4,test/CourtYard/CourtYard_H_1920x1080.mp4,False,bright,near,9.23092563184092,8.89431413142847,9.64755005664522
3,CourtYard,L,1280x720,0.1805353164672851,30,ref/CourtYard.mp4,test/CourtYard/CourtYard_L_1280x720.mp4,False,bright,far,7.18465133878602,6.62932027529697,7.71628068111315
3,CourtYard,L,1280x720,0.1805353164672851,30,ref/CourtYard.mp4,test/CourtYard/CourtYard_L_1280x720.mp4,False,bright,near,5.27560744483171,4.04566200343339,6.07898695346233
3,CourtYard,L,1920x1080,0.3549633026123047,30,ref/CourtYard.mp4,test/CourtYard/CourtYard_L_1920x1080.mp4,False,bright,far,8.54089606345357,8.12409234736957,8.90664081457378
3,CourtYard,L,1920x1080,0.3549633026123047,30,ref/CourtYard.mp4,test/CourtYard/CourtYard_L_1920x1080.mp4,False,bright,near,7.47100842460655,7.02118565932432,7.82053984592559
3,CourtYard,L,3840x2160,1.0506935119628906,30,ref/CourtYard.mp4,test/CourtYard/CourtYard_L_3840x2160.mp4,False,bright,far,9.4002193435222,8.96523068787791,9.86247491996974
3,CourtYard,L,3840x2160,1.0506935119628906,30,ref/CourtYard.mp4,test/CourtYard/CourtYard_L_3840x2160.mp4,False,bright,near,8.48262052270328,8.2211929463945,8.80014766030004
3,CourtYard,M,1280x720,0.7427530288696289,30,ref/CourtYard.mp4,test/CourtYard/CourtYard_M_1280x720.mp4,False,bright,far,8.84200734991673,8.51825357724229,9.23780767637223
3,CourtYard,M,1280x720,0.7427530288696289,30,ref/CourtYard.mp4,test/CourtYard/CourtYard_M_1280x720.mp4,False,bright,near,6.66501787357999,6.14749837428683,7.10491936627372
3,CourtYard,M,1920x1080,1.665480613708496,30,ref/CourtYard.mp4,test/CourtYard/CourtYard_M_1920x1080.mp4,False,bright,far,9.6648265305468,9.42249556209146,10.0065305068675
3,CourtYard,M,1920x1080,1.665480613708496,30,ref/CourtYard.mp4,test/CourtYard/CourtYard_M_1920x1080.mp4,False,bright,near,8.61534635129548,8.34231008587298,8.91540149184719
3,CourtYard,M,3840x2160,5.844294548034668,30,ref/CourtYard.mp4,test/CourtYard/CourtYard_M_3840x2160.mp4,False,bright,far,9.39763374577964,9.00584857050197,9.85962289391441
3,CourtYard,M,3840x2160,5.844294548034668,30,ref/CourtYard.mp4,test/CourtYard/CourtYard_M_3840x2160.mp4,False,bright,near,9.46694143066709,9.0452524587302,9.94308793376834
3,CourtYard,H,3840x2160,132.93224239349365,30,ref/CourtYard.mp4,test/CourtYard/CourtYard_H_3840x2160.mp4,True,bright,near,10.0,9.68854188454741,10.4371731415185
